Region,2015,2016,2017,2018,2019,2020,2021,2022
Duże (250 i więcej pracujących),1207625,2060513,2257648,1477680,1426001,2001801,2075476,2260696
Małe (10-49 pracujących),185069,155791,373516,162358,264139,182861,197240,236722
Średnie (50-249 pracujących),279474,277564,584690,177733,208350,203792,335295,256549
