Region,2015,2016,2017,2018,2019,2020,2021,2022
Duże (250 i więcej pracujących),809857,1476372,1447224,933935,957399,1599319,1236837,1516268
Małe (10-49 pracujących),147697,148927,672942,208464,147274,343440,215105,465507
Średnie (50-249 pracujących),91686,576517,415243,243472,273936,392196,355845,538956
